# time (s) strain * 1.e21 
0.000000 -0.057048
0.000061 -0.006558
0.000122 -0.064206
0.000183 -0.066297
0.000244 -0.114568
0.000305 -0.092682
0.000366 -0.122600
0.000427 -0.206769
0.000488 -0.206988
0.000549 -0.194172
0.000610 -0.219505
0.000671 -0.221180
0.000732 -0.243635
0.000793 -0.230743
0.000854 -0.335238
0.000916 -0.295771
0.000977 -0.276867
0.001038 -0.191736
0.001099 -0.115976
0.001160 -0.180103
0.001221 -0.158359
0.001282 -0.098920
0.001343 -0.031091
0.001404 -0.007300
0.001465 -0.004353
0.001526 0.009393
0.001587 -0.067711
0.001648 -0.174649
0.001709 -0.163906
0.001770 -0.218784
0.001831 -0.179018
0.001892 -0.234996
0.001953 -0.157065
0.002014 -0.211120
0.002075 -0.217619
0.002136 -0.289375
0.002197 -0.358593
0.002258 -0.384401
0.002319 -0.405755
0.002380 -0.344525
0.002441 -0.356550
0.002502 -0.326352
0.002563 -0.339272
0.002625 -0.368642
0.002686 -0.336909
0.002747 -0.361087
0.002808 -0.265247
0.002869 -0.299152
0.002930 -0.309645
0.002991 -0.205462
0.003052 -0.233436
0.003113 -0.244595
0.003174 -0.221625
0.003235 -0.163718
0.003296 -0.207194
0.003357 -0.183789
0.003418 -0.224912
0.003479 -0.277944
0.003540 -0.170944
0.003601 -0.212273
0.003662 -0.275703
0.003723 -0.260033
0.003784 -0.288902
0.003845 -0.307543
0.003906 -0.263578
0.003967 -0.207835
0.004028 -0.230642
0.004089 -0.301851
0.004150 -0.299692
0.004211 -0.341824
0.004272 -0.507370
0.004333 -0.517826
0.004395 -0.469855
0.004456 -0.575241
0.004517 -0.549526
0.004578 -0.636336
0.004639 -0.653949
0.004700 -0.616914
0.004761 -0.599159
0.004822 -0.633491
0.004883 -0.679385
0.004944 -0.703061
0.005005 -0.637064
0.005066 -0.617085
0.005127 -0.580550
0.005188 -0.580442
0.005249 -0.551443
0.005310 -0.497097
0.005371 -0.542399
0.005432 -0.554080
0.005493 -0.460029
0.005554 -0.414841
0.005615 -0.267884
0.005676 -0.370531
0.005737 -0.400865
0.005798 -0.367127
0.005859 -0.243617
0.005920 -0.251843
0.005981 -0.253894
0.006042 -0.370060
0.006104 -0.335683
0.006165 -0.319163
0.006226 -0.285954
0.006287 -0.361360
0.006348 -0.384457
0.006409 -0.377162
0.006470 -0.416580
0.006531 -0.446622
0.006592 -0.468415
0.006653 -0.439794
0.006714 -0.480779
0.006775 -0.430334
0.006836 -0.422626
0.006897 -0.440141
0.006958 -0.462870
0.007019 -0.526100
0.007080 -0.503788
0.007141 -0.526507
0.007202 -0.552453
0.007263 -0.546128
0.007324 -0.480203
0.007385 -0.488368
0.007446 -0.536693
0.007507 -0.508255
0.007568 -0.499932
0.007629 -0.476461
0.007690 -0.444723
0.007751 -0.459651
0.007812 -0.406087
0.007874 -0.480672
0.007935 -0.440411
0.007996 -0.458516
0.008057 -0.439857
0.008118 -0.448008
0.008179 -0.434073
0.008240 -0.469463
0.008301 -0.513661
0.008362 -0.460659
0.008423 -0.424248
0.008484 -0.368646
0.008545 -0.346025
0.008606 -0.380248
0.008667 -0.415889
0.008728 -0.460999
0.008789 -0.420748
0.008850 -0.442323
0.008911 -0.515023
0.008972 -0.503689
0.009033 -0.494395
0.009094 -0.461851
0.009155 -0.457266
0.009216 -0.439871
0.009277 -0.529996
0.009338 -0.513130
0.009399 -0.469147
0.009460 -0.448631
0.009521 -0.486089
0.009583 -0.461052
0.009644 -0.460103
0.009705 -0.461384
0.009766 -0.498098
0.009827 -0.572109
0.009888 -0.556434
0.009949 -0.525297
0.010010 -0.573853
0.010071 -0.584070
0.010132 -0.575518
0.010193 -0.575683
0.010254 -0.594764
0.010315 -0.580684
0.010376 -0.655954
0.010437 -0.716516
0.010498 -0.756661
0.010559 -0.830735
0.010620 -0.763298
0.010681 -0.811831
0.010742 -0.855002
0.010803 -0.882426
0.010864 -0.093571
0.010925 -0.048291
0.010986 -0.061406
0.011047 -0.030260
