-2  -1.25  0
-2  -1.24  0
-2  -1.23  0
-2  -1.22  0
-2  -1.21  0
-2  -1.2  0
-2  -1.19  0
-2  -1.18  0
-2  -1.17  0
-2  -1.16  0
-2  -1.15  0
-2  -1.14  0
-2  -1.13  0
-2  -1.12  0
-2  -1.11  0
-2  -1.1  0
-2  -1.09  0
-2  -1.08  0
-2  -1.07  0
-2  -1.06  0
-2  -1.05  0
-2  -1.04  0
-2  -1.03  0
-2  -1.02  0
-2  -1.01  0
-2  -1  0
-2  -0.99  0
-2  -0.98  0
-2  -0.97  0
-2  -0.96  0
-2  -0.95  0
-2  -0.94  0
-2  -0.93  0
-2  -0.92  0
-2  -0.91  0
-2  -0.9  0
-2  -0.89  0
-2  -0.88  0
-2  -0.87  0
-2  -0.86  0
-2  -0.85  0
-2  -0.84  0
-2  -0.83  0
-2  -0.82  0
-2  -0.81  0
-2  -0.8  0
-2  -0.79  0
-2  -0.78  0
-2  -0.77  0
-2  -0.76  0
-2  -0.75  0
-2  -0.74  0
-2  -0.73  0
-2  -0.72  0
-2  -0.71  0
-2  -0.7  0
-2  -0.69  0
-2  -0.68  0
-2  -0.67  0
-2  -0.66  0
-2  -0.65  0
-2  -0.64  0
-2  -0.63  0
-2  -0.62  0
-2  -0.61  0
-2  -0.6  0
-2  -0.59  0
-2  -0.58  0
-2  -0.57  0
-2  -0.56  0
-2  -0.55  0
-2  -0.54  0
-2  -0.53  0
-2  -0.52  0
-2  -0.51  0
-2  -0.5  0
-2  -0.49  0
-2  -0.48  0
-2  -0.47  0
-2  -0.46  0
-2  -0.45  0
-2  -0.44  0
-2  -0.43  0
-2  -0.42  0
-2  -0.41  0
-2  -0.4  0
-2  -0.39  0
-2  -0.38  0
-2  -0.37  0
-2  -0.36  0
-2  -0.35  0
-2  -0.34  0
-2  -0.33  0
-2  -0.32  0
-2  -0.31  0
-2  -0.3  0
-2  -0.29  0
-2  -0.28  0
-2  -0.27  0
-2  -0.26  0
-2  -0.25  0
-2  -0.24  0
-2  -0.23  0
-2  -0.22  0
-2  -0.21  0
-2  -0.2  0
-2  -0.19  0
-2  -0.18  0
-2  -0.17  0
-2  -0.16  0
-2  -0.15  0
-2  -0.14  0
-2  -0.13  0
-2  -0.12  0
-2  -0.11  0
-2  -0.1  0
-2  -0.09  0
-2  -0.08  0
-2  -0.07  0
-2  -0.06  0
-2  -0.05  0
-2  -0.04  0
-2  -0.03  0
-2  -0.02  0
-2  -0.01  0
-2  0  1
-2  0.01  0
-2  0.02  0
-2  0.03  0
-2  0.04  0
-2  0.05  0
-2  0.06  0
-2  0.07  0
-2  0.08  0
-2  0.09  0
-2  0.1  0
-2  0.11  0
-2  0.12  0
-2  0.13  0
-2  0.14  0
-2  0.15  0
-2  0.16  0
-2  0.17  0
-2  0.18  0
-2  0.19  0
-2  0.2  0
-2  0.21  0
-2  0.22  0
-2  0.23  0
-2  0.24  0
-2  0.25  0
-2  0.26  0
-2  0.27  0
-2  0.28  0
-2  0.29  0
-2  0.3  0
-2  0.31  0
-2  0.32  0
-2  0.33  0
-2  0.34  0
-2  0.35  0
-2  0.36  0
-2  0.37  0
-2  0.38  0
-2  0.39  0
-2  0.4  0
-2  0.41  0
-2  0.42  0
-2  0.43  0
-2  0.44  0
-2  0.45  0
-2  0.46  0
-2  0.47  0
-2  0.48  0
-2  0.49  0
-2  0.5  0
-2  0.51  0
-2  0.52  0
-2  0.53  0
-2  0.54  0
-2  0.55  0
-2  0.56  0
-2  0.57  0
-2  0.58  0
-2  0.59  0
-2  0.6  0
-2  0.61  0
-2  0.62  0
-2  0.63  0
-2  0.64  0
-2  0.65  0
-2  0.66  0
-2  0.67  0
-2  0.68  0
-2  0.69  0
-2  0.7  0
-2  0.71  0
-2  0.72  0
-2  0.73  0
-2  0.74  0
-2  0.75  0
-2  0.76  0
-2  0.77  0
-2  0.78  0
-2  0.79  0
-2  0.8  0
-2  0.81  0
-2  0.82  0
-2  0.83  0
-2  0.84  0
-2  0.85  0
-2  0.86  0
-2  0.87  0
-2  0.88  0
-2  0.89  0
-2  0.9  0
-2  0.91  0
-2  0.92  0
-2  0.93  0
-2  0.94  0
-2  0.95  0
-2  0.96  0
-2  0.97  0
-2  0.98  0
-2  0.99  0
-2  1  0
-2  1.01  0
-2  1.02  0
-2  1.03  0
-2  1.04  0
-2  1.05  0
-2  1.06  0
-2  1.07  0
-2  1.08  0
-2  1.09  0
-2  1.1  0
-2  1.11  0
-2  1.12  0
-2  1.13  0
-2  1.14  0
-2  1.15  0
-2  1.16  0
-2  1.17  0
-2  1.18  0
-2  1.19  0
-2  1.2  0
-2  1.21  0
-2  1.22  0
-2  1.23  0
-2  1.24  0
-1.988  -1.25  0
-1.988  -1.24  0
-1.988  -1.23  0
-1.988  -1.22  0
-1.988  -1.21  0
-1.988  -1.2  0
-1.988  -1.19  0
-1.988  -1.18  0
-1.988  -1.17  0
-1.988  -1.16  0
-1.988  -1.15  0
-1.988  -1.14  0
-1.988  -1.13  0
-1.988  -1.12  0
-1.988  -1.11  0
-1.988  -1.1  0
-1.988  -1.09  0
-1.988  -1.08  0
-1.988  -1.07  0
-1.988  -1.06  0
-1.988  -1.05  0
-1.988  -1.04  0
-1.988  -1.03  0
-1.988  -1.02  0
-1.988  -1.01  0
-1.988  -1  0
-1.988  -0.99  0
-1.988  -0.98  0
-1.988  -0.97  0
-1.988  -0.96  0
-1.988  -0.95  0
-1.988  -0.94  0
-1.988  -0.93  0
-1.988  -0.92  0
-1.988  -0.91  0
-1.988  -0.9  0
-1.988  -0.89  0
-1.988  -0.88  0
-1.988  -0.87  0
-1.988  -0.86  0
-1.988  -0.85  0
-1.988  -0.84  0
-1.988  -0.83  0
-1.988  -0.82  0
-1.988  -0.81  0
-1.988  -0.8  0
-1.988  -0.79  0
-1.988  -0.78  0
-1.988  -0.77  0
-1.988  -0.76  0
-1.988  -0.75  0
-1.988  -0.74  0
-1.988  -0.73  0
-1.988  -0.72  0
-1.988  -0.71  0
-1.988  -0.7  0
-1.988  -0.69  0
-1.988  -0.68  0
-1.988  -0.67  0
-1.988  -0.66  0
-1.988  -0.65  0
-1.988  -0.64  0
-1.988  -0.63  0
-1.988  -0.62  0
-1.988  -0.61  0
-1.988  -0.6  0
-1.988  -0.59  0
-1.988  -0.58  0
-1.988  -0.57  0
-1.988  -0.56  0
-1.988  -0.55  0
-1.988  -0.54  0
-1.988  -0.53  0
-1.988  -0.52  0
-1.988  -0.51  0
-1.988  -0.5  0
-1.988  -0.49  0
-1.988  -0.48  0
-1.988  -0.47  0
-1.988  -0.46  0
-1.988  -0.45  0
-1.988  -0.44  0
-1.988  -0.43  0
-1.988  -0.42  0
-1.988  -0.41  0
-1.988  -0.4  0
-1.988  -0.39  0
-1.988  -0.38  0
-1.988  -0.37  0
-1.988  -0.36  0
-1.988  -0.35  0
-1.988  -0.34  0
-1.988  -0.33  0
-1.988  -0.32  0
-1.988  -0.31  0
-1.988  -0.3  0
-1.988  -0.29  0
-1.988  -0.28  0
-1.988  -0.27  0
-1.988  -0.26  0
-1.988  -0.25  0
-1.988  -0.24  0
-1.988  -0.23  0
-1.988  -0.22  0
-1.988  -0.21  1
-1.988  -0.2  1
-1.988  -0.19  1
-1.988  -0.18  1
-1.988  -0.17  1
-1.988  -0.16  1
-1.988  -0.15  1
-1.988  -0.14  1
-1.988  -0.13  1
-1.988  -0.12  1
-1.988  -0.11  1
-1.988  -0.1  1
-1.988  -0.09  1
-1.988  -0.08  1
-1.988  -0.07  1
-1.988  -0.06  1
-1.988  -0.05  1
-1.988  -0.04  1
-1.988  -0.03  1
-1.988  -0.02  1
-1.988  -0.01  1
-1.988  0  1
-1.988  0.01  1
-1.988  0.02  1
-1.988  0.03  1
-1.988  0.04  1
-1.988  0.05  1
-1.988  0.06  1
-1.988  0.07  1
-1.988  0.08  1
-1.988  0.09  1
